,Abu Dhabi,Agra,Ahmedabad,Ahmednagar,Ajmer,Allepey,Almora,Alwar,Amritsar,Anuradhapura,Auckland,Aurangabad,Bali,Bandipur,Bangalore,Bangkok,Batam,Bentota,Bharatpur,Bikaner,Bintan Island,Bundi,Cairns,Chail,Chandigarh,Chennai,Cherrapunjee,Chintpurni,Chittorgarh,Christchurch,Cochin,Colombo,Coorg,Copenhagen,Corbett,Dalhousie,Daman,Dambulla,Darjeeling,Dharamshala,Dubai,Dwarka,Franz Josef,Galle,Gangtok,Ganpatipule,Genting,Goa,Gokarna,Gold Coast,Gulmarg,Guwahati,Gwalior,Hampi,Haridwar,Hassan,Havelock,Helsinki,Hong Kong,Jaipur,Jaisalmer,Jakarta,Jammu,Jamnagar,Jodhpur,Johor Bahru,Joshimath,Kabini,Kalimpong,Kanchipuram,Kandy,Kangra,Kanyakumari,Kasauli,Kasol,Katra,Kausani,Kaziranga,Khajuraho,Kishangarh,Kodaikanal,Kota Kinabalu,Kovalam,Kovalam and Poovar,Krabi town,Kuala Lumpur,Kullu,Kumarakom,Kumbakonam,Kumbalgarh,Kuta,Lachen,Lachung,Langkawi,Leh,Lucknow,Madurai,Mahabalipuram,Mahe Island,Manali,Mandawa,Mathura,Mauritius,Melbourne,Moscow,Mount Abu,Mumbai,Munnar,Mussoorie,Mysore,Nainital,Namchi,Nameri,Nanded,Nasik,Nawalgarh,Negombo,New Delhi,Niel Island,Nubra Valley,Nuwara Eliya,Ooty,Orchha,Oslo,Pahalgam,Palampur,Pali,Paris,Paro,Parwanoo,Patnitop,Pattaya,Pelling,Penang,Phuentsholing,Phuket,Pondicherry,Poovar,Port Blair,Prague,Praslin Island,Punakha,Pushkar,Queenstown,Rameshwaram,Ranakpur,Ranikhet,Ranthambhore,Ras Al Khaimah,Rishikesh,Rotorua,Saint Petersburg,Saputara,Seminyak,Sharjah,Shillong,Shimla,Shirdi,Sigiriya,Siliguri,Singapore,Singapore Cruise,Somnath,Sonmarg,Srinagar,Sydney,Tanjore,Thekkady,Thimpu,Tirupati,Trincomalee,Trivandrum,Udaipur,Vadodara,Varanasi,Varkala,Wayanad,Yala
Lachen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8295.254,10092.675,9196.353,10773.074,8657.982,10995.613,0,2262.8915,11183.43,8917.483,9272.743,0,8499.891,9751.894,9156.032,13937.405,8850.501,11122.727,9651.63,10928.066,0,8418.136,11517.384,8459.116,8266.3875,1667.89338,8970.323,10197.488,9304.631,9018.845,11292.168,0,11572.533,11561.929,12907.599,13597.181,8231.0565,11437.538,11166.993,9262.563,1149.93263,0,9419.727,0,7843.379,9071.618,11292.963,10966.321,0,8191.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385.86775,585.73306,1402.9745,2445.854,1578.86538,2683.658,0,8164.7495,3779.416,1633.11863,2245.54725,0,2134.7055,2465.6955,1965.21063,4776.346,1671.7455,2709.2635,144.00541,2357.22725,0,2034.75338,3033.73925,1837.27988,2044.64875,7902.6135,13338.148,779.54663,1224.11425,1737.42713,2821.382,0,3088.88875,3078.28475,3746.54,4436.122,2021.48363,2976.4815,2619.55675,1981.1455,9186.202,9357.466,0,0,1738.55038,1064.50938,2772.4475,2395.483,0,2063.48675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Langkawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.47103,2332.99825,1271.54213,2711.055,882.42213,3008.3905,0,6588.821,5221.309,1141.92313,1497.18275,0,659.10819,1976.33438,1380.47188,6523.6115,1133.18825,3135.50475,1937.80663,3082.8565,0,642.57569,3664.163,683.55581,490.82763,6326.685,11762.22,2526.81175,1578.30925,1243.28513,3401.3305,0,3719.3125,3708.7085,5493.805,6183.3875,455.49681,3497.0845,3321.78425,1487.0035,7610.274,7781.538,1738.5265,0,0,1389.228,3439.7425,3121.11225,0,416.11675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucknow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317.60575,1319.59788,334.71241,1764.55763,505.82,1987.0965,0,7817.247,4513.281,564.85656,1177.28513,0,1066.44338,1435.48125,896.9485,5510.211,668.6865,2114.2105,967.89131,1919.549,0,966.49138,2508.86725,769.01775,976.38675,7555.111,12990.646,1513.4115,296.11478,669.16506,2283.6515,0,2564.01675,2553.41275,4480.405,5169.987,953.22163,2429.0215,2158.4765,912.88344,8838.7,9009.964,1086.26675,0,1410.0685,0,2284.44675,1957.80475,0,995.22469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3361.46725,2854.67175,2198.3755,766.003,2784.33825,508.55606,0,10049.848,6180.0615,2301.913,2427.4115,0,3110.305,2129.0695,2358.46225,6720.371,2901.28725,385.96834,2669.458,436.996,0,3015.265,244.02677,2810.27525,3025.1605,9787.712,15223.246,3035.78275,2031.53613,2240.70175,125.24161,0,299.17616,288.57228,5690.565,6380.147,3001.99525,259.07191,217.86913,2194.98575,11071.3,11242.564,2787.8335,0,3458.842,2296.36225,0,411.27384,0,3043.99825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahabalipuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3049.84425,2477.8845,1862.01488,584.72763,2430.46575,517.85209,0,9713.487,5803.2745,2055.30488,2265.95875,0,2798.68175,1967.61688,2197.0095,6343.584,2564.92675,526.42169,2292.67075,65.93365,0,2703.642,662.15081,2498.65225,2713.53725,9451.351,14886.886,2658.9955,1695.17563,2032.35763,506.04088,0,717.30019,706.69631,5313.7775,6003.3595,2690.37225,688.52238,230.68883,2033.53325,10734.94,10906.204,2411.04625,0,3147.219,1960.00175,420.47306,0,0,2732.37525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahe Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.98875,2298.03875,856.80431,2296.317,467.68425,2593.65275,0,6936.607,5427.269,727.18525,1082.44488,0,493.82641,1561.5965,965.73406,6488.652,718.45031,2720.76675,1946.33213,2668.11875,0,227.8378,3249.42525,268.81794,76.08977,6674.471,12110.006,2491.85225,1163.57138,828.54731,2986.59275,0,3304.5745,3293.97075,5458.8455,6148.4275,40.75894,3082.3465,2907.04625,1072.26563,7958.0595,8129.3235,2064.7075,0,415.60509,974.49013,3025.0045,2706.3745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8457.711,0,0,1852.00188,8786.322,9437.393,10719.485,8009.918,10438.743,8158.526,9018.958,0,9605.597,0,8254.615,0,8119.968,0,7168.885,0,10642.685,8663.045,1488.36725,7735.654,7764.627,0,1159.90088,9331.198,7819.2935,7802.775,11633.325,9076.937,12661.744,9175.98,12342.179,10574.171,10940.937,0,147.8477,0,9385.611,8439.237,0,10800.676,8843.287,8125.2785,8435.465,6235.897,8027.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8445.064,0,0,0,6620.1425,711.32569,1362.39763,2397.00425,432.13816,2108.03225,381.41413,1416.03575,0,1186.84013,0,323.82775,0,146.77497,0,1175.15725,0,2339.479,291.50938,9595.288,961.82306,679.89788,0,9447.626,1595.59213,447.66697,833.92675,4218.5525,1420.1235,5246.972,1440.37363,4927.4075,2251.68925,2618.456,0,8506.358,0,1650.00513,364.24147,0,2478.19425,804.23256,416.09994,270.51419,7767.7865,385.55856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853.45775,6634.595,0,0,0,6963.2055,7614.2775,8896.37,6186.8025,8615.628,6335.41,7195.842,0,7782.481,0,6431.499,0,6296.852,0,5345.7695,0,8819.569,6839.9295,3003.68175,5912.538,5941.511,0,2856.02,7508.0825,5996.1775,5979.6595,9758.405,7253.8215,10786.824,7352.864,10467.259,8751.055,9117.821,0,1914.75213,0,7562.4955,6616.1215,0,8977.56,7020.171,6302.1625,6612.349,5358.581,6203.9395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Abu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8793.226,712.79363,0,0,6968.305,0,757.40269,2092.047,1020.74481,1738.79988,1106.01225,2077.8255,0,1082.95625,0,558.50519,0,760.59656,0,1710.589,0,1970.24663,775.92906,9943.45,1367.12275,1139.45413,0,9795.788,2257.382,983.09875,1239.2265,4854.374,2081.91338,5882.793,2102.1635,5563.2285,2141.39925,2374.99525,0,8854.52,0,2311.795,371.69816,0,2242.00225,169.92013,1140.69813,534.66206,8115.949,1012.12863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9443.468,1363.03538,0,0,7618.5465,758.033,0,1397.16638,1670.98663,1043.91925,1756.25413,2265.53,0,612.50713,0,1212.47563,0,1410.83838,0,2360.83075,0,1275.36613,1091.12963,10593.692,2059.452,1865.57138,0,10446.03,2445.0865,1633.3405,1931.55575,4817.033,2269.61775,5845.452,2289.86775,5525.8875,1446.51863,1680.11475,0,9504.762,0,2499.4995,1021.93994,0,1547.1215,697.52744,1790.93988,1046.80131,8766.191,1662.37038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munnar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10705.501,2405.60575,0,0,8880.58,2091.31988,1399.034,0,2821.46325,353.49328,2657.3375,2862.4355,0,1277.16363,0,2424.24125,0,2530.021,0,3497.7765,0,270.92844,2119.12975,11855.725,3284.44225,3002.517,0,11708.063,2980.33475,2770.28625,3156.546,5173.546,2866.5235,6201.965,2825.11625,5882.4005,457.01403,292.15481,0,10766.795,0,3034.74775,2213.98275,0,344.41113,2030.81425,2692.0235,2179.58175,10028.224,2790.16225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mussoorie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000.045,429.23444,0,0,6175.124,1091.78675,1742.85863,2872.52025,0,2487.0585,306.70463,1610.59413,0,1680.10875,0,560.08019,0,303.72513,0,917.40825,0,2718.50525,717.536,9150.269,733.55056,430.39566,0,9002.607,1790.1505,201.82183,605.65425,4413.111,1614.68188,5441.5305,1634.932,5121.966,2727.2055,3093.972,0,8061.3395,0,1844.5635,744.70256,0,2953.7105,1184.69363,334.41838,649.54044,7322.768,64.53055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mysore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10397.286,2105.7425,0,0,8572.365,1738.03213,1045.74631,355.03834,2468.1755,0,2349.123,2599.7095,0,936.68325,0,2070.95363,0,2176.7335,0,3144.48875,0,233.71336,1810.915,11547.51,2931.15475,2649.2295,0,11399.848,2717.60875,2416.9985,2803.25825,4910.82,2603.79725,5939.239,2562.39025,5619.6745,489.61484,627.86288,0,10458.58,0,2772.02175,1860.69513,0,544.0805,1677.52663,2383.80875,1826.29413,9720.009,2436.8745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nainital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8146.0025,380.91938,0,0,6321.0815,1106.12163,1672.63213,2658.77425,306.72466,2378.03225,0,1331.4445,0,1544.88575,0,571.45756,0,320.49909,0,1171.722,0,2581.974,587.94981,9296.227,1039.50144,684.70931,0,9148.565,1511.001,456.1355,911.60519,4133.9615,1335.53238,5162.381,1355.78238,4842.816,2513.4595,2880.226,0,8207.297,0,1565.414,759.03744,0,2739.9645,1199.0285,56.92767,664.53138,7468.7255,257.11964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namchi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9006.001,1394.50625,0,0,7181.08,2063.36813,2266.2805,2846.83075,1588.91625,2583.90025,1331.50013,0,0,1910.85963,0,1674.0355,0,1483.91813,0,1935.43038,0,2740.24925,1310.97325,10156.225,2267.6305,1980.79325,0,10008.563,382.87669,1756.07838,2139.73425,3030.88625,50.99559,4059.3055,227.65811,3739.741,2561.953,3015.91325,0,9067.295,0,437.28969,1716.44013,0,2814.11625,2156.43125,1366.18588,1565.19925,8328.724,1539.31125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nameri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9594.628,1189.9675,0,0,7769.7065,1073.77225,613.16213,1281.78788,1668.43338,938.35131,1546.46463,1910.14813,0,0,0,1257.33425,0,1376.99125,0,2330.8695,0,1169.79825,1008.25663,10744.852,2117.53525,1835.61013,0,10597.19,2089.7045,1603.37925,1989.639,4396.3625,1914.23588,5424.782,1934.486,5105.2175,1171.79113,1503.23963,0,9655.922,0,2144.1175,1085.33963,0,1362.97813,1012.06338,1581.1505,1057.54863,8917.351,1637.13238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nasik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nawalgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8256.12,325.19922,0,0,6431.199,556.32119,1217.75763,2428.3225,556.415,2075.07538,613.31731,1688.05425,0,1309.26288,0,0,0,254.62105,0,1173.48325,0,2306.52225,606.94325,9406.344,960.14906,678.22388,0,9258.682,1867.61063,445.99297,832.25281,4490.571,1692.142,5518.9905,1712.39213,5199.426,2462.887,2711.271,0,8317.4145,0,1922.02363,196.14703,0,2578.27775,649.22806,648.00319,314.02509,7578.843,510.3945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Negombo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8118.094,147.55633,0,0,6293.173,767.27288,1418.34475,2540.628,264.16925,2187.381,320.11528,1510.95725,0,1380.43125,0,256.1922,0,0,0,1035.457,0,2418.82775,435.85788,9268.318,822.12281,540.19763,0,9120.656,1690.51363,307.96672,694.2265,4313.474,1515.045,5341.8935,1535.295,5022.329,2396.03775,2823.5765,0,8179.388,0,1744.92663,420.18866,0,2622.543,860.17975,354.80113,349.86297,7440.817,257.29383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niel Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
