,Abu Dhabi,Agra,Ahmedabad,Ahmednagar,Ajmer,Allepey,Almora,Alwar,Amritsar,Anuradhapura,Auckland,Aurangabad,Bali,Bandipur,Bangalore,Bangkok,Batam,Bentota,Bharatpur,Bikaner,Bintan Island,Bundi,Cairns,Chail,Chandigarh,Chennai,Cherrapunjee,Chintpurni,Chittorgarh,Christchurch,Cochin,Colombo,Coorg,Copenhagen,Corbett,Dalhousie,Daman,Dambulla,Darjeeling,Dharamshala,Dubai,Dwarka,Franz Josef,Galle,Gangtok,Ganpatipule,Genting,Goa,Gokarna,Gold Coast,Gulmarg,Guwahati,Gwalior,Hampi,Haridwar,Hassan,Havelock,Helsinki,Hong Kong,Jaipur,Jaisalmer,Jakarta,Jammu,Jamnagar,Jodhpur,Johor Bahru,Joshimath,Kabini,Kalimpong,Kanchipuram,Kandy,Kangra,Kanyakumari,Kasauli,Kasol,Katra,Kausani,Kaziranga,Khajuraho,Kishangarh,Kodaikanal,Kota Kinabalu,Kovalam,Kovalam and Poovar,Krabi town,Kuala Lumpur,Kullu,Kumarakom,Kumbakonam,Kumbalgarh,Kuta,Lachen,Lachung,Langkawi,Leh,Lucknow,Madurai,Mahabalipuram,Mahe Island,Manali,Mandawa,Mathura,Mauritius,Melbourne,Moscow,Mount Abu,Mumbai,Munnar,Mussoorie,Mysore,Nainital,Namchi,Nameri,Nanded,Nasik,Nawalgarh,Negombo,New Delhi,Niel Island,Nubra Valley,Nuwara Eliya,Ooty,Orchha,Oslo,Pahalgam,Palampur,Pali,Paris,Paro,Parwanoo,Patnitop,Pattaya,Pelling,Penang,Phuentsholing,Phuket,Pondicherry,Poovar,Port Blair,Prague,Praslin Island,Punakha,Pushkar,Queenstown,Rameshwaram,Ranakpur,Ranikhet,Ranthambhore,Ras Al Khaimah,Rishikesh,Rotorua,Saint Petersburg,Saputara,Seminyak,Sharjah,Shillong,Shimla,Shirdi,Sigiriya,Siliguri,Singapore,Singapore Cruise,Somnath,Sonmarg,Srinagar,Sydney,Tanjore,Thekkady,Thimpu,Tirupati,Trincomalee,Trivandrum,Udaipur,Vadodara,Varanasi,Varkala,Wayanad,Yala
Abu Dhabi,250.0,8334.470365022318,6504.033434534036,7672.351198957419,7155.158146106992,10008.361758824556,8899.816235383158,7857.656782073071,7560.566946853669,11528.395027127186,49845.22345460666,10604.481597303327,26332.397997296375,10547.33662973157,9637.737736553452,17379.46571302575,20757.976632634905,11856.33073916924,8083.908902433064,6747.8846459532615,20953.229931616785,7538.703132544013,38196.37946863837,18802.29946749847,8087.247182604853,10490.34924275754,13150.047210744455,7969.396526437205,7105.769980187932,49308.20236126813,9866.546911310645,11686.90653797184,9645.691408391982,16960.531541495493,42790.28068548064,35095.178335982215,6816.245927999403,11709.21721445408,11885.915365513874,8080.830261402161,374.7980787294772,5280.988484686825,48613.90045877212,12017.060322963489,12001.369314288038,7428.589511969829,21160.82883570536,8031.478683479374,8255.161121466794,42303.93801810918,7733.597379944205,13121.448964957925,8381.099634131784,8810.084326548376,8482.251214076667,9161.2547189759,40797.938655559825,15997.893364017302,21207.276039001943,7571.714350221076,5873.281504088259,23169.387821282697,7684.490102474332,5646.655639633769,6593.984905296272,20596.666142232287,8989.994088290485,9453.516580723637,11957.70009729769,10417.758229555155,11840.087551332072,8059.233925330125,10716.121348555935,8160.489885821677,8376.168089248195,14352.749266650293,17444.11420507564,13680.850402416045,9024.846042163324,7234.028508510199,10187.171587250928,24055.600448849575,10469.126350494667,10513.951324591158,17721.011641347093,19572.987939796625,8304.66445442543,10011.450586647738,10623.874354090007,6784.70486812708,13535.374857825478,16285.100306656961,12040.90119534713,18322.771757958573,8707.113363861878,9346.536264967594,10450.512798557842,10552.956692343869,11347.732181071082,8358.847319706698,15688.682624080582,8227.863551484237,17450.020347045902,40918.07380604619,13042.744552789056,6485.905934965445,6999.279724811279,10087.471847281111,8493.345373271228,9467.203164285118,8894.774770163895,11921.07805330354,13489.8695728293,8595.346921732722,22670.638832007353,7409.15136907634,11615.195423090589,8104.232312142403,42245.33821070728,8788.448127546419,11943.959507503583,9675.9458928468,8560.191143189099,18094.268716824663,8006.700297849543,8137.979002494467,6724.569667074257,18345.053871346947,12242.790408613137,8154.776681379989,7877.315885714081,17633.763225910407,11871.73179807632,18657.203903719004,12277.82002792584,17549.19391251415,10769.74136107244,10514.207625042003,14979.35546600101,15585.580427251218,41306.780881250466,12427.236463482248,7127.139930975739,48211.64264861358,10969.668398882264,6182.882219734318,8890.62067650855,7799.206196868359,752.5853748139364,8541.297946994953,50331.41528658751,15291.397735314804,7118.55054778315,26415.8001682185,307.64725349064173,13190.337512898344,8245.742121983858,7464.558164137987,11723.941246059801,11950.94502734907,20634.736359473845,20653.257792152388,5916.742408263314,8040.096840214125,7864.4102646727,42303.86824194243,10583.046190695652,10243.006218294642,12351.446910614275,10106.71471271422,11731.82865248198,10435.753908772022,6831.725111047875,6768.949852540064,10093.728091189056,10309.101511933273,9428.394292218376,18791.627089246344
Agra,8334.470365022318,250.0,2504.4229394776467,3315.47156201649,1202.500027818797,6905.565115938676,1097.5042533721903,490.5706087564186,2034.48897018686,7385.472249865221,43181.57045765055,2421.661108943523,19652.43687804858,2226.7263867009606,5523.175276774593,9692.909883888127,14048.010353825974,8110.411653820736,255.49669824653705,1651.1632678678411,14209.883305870686,1042.543378702348,30782.598988233774,24449.020477148777,1446.7180185585948,5545.605687897761,4843.701464398072,1914.2945079793233,1564.5061042718685,43395.8801826159,6728.23000353034,7905.09725271499,5543.407651723756,21073.966608623195,40857.942259722404,38238.49706686464,3210.834138206007,7574.541530429505,3551.541630775417,2042.5536002022823,8005.022936667824,3727.2619766886955,42720.493436465775,8268.681616955606,3667.659024323577,4259.15938219112,15069.458473844828,4834.644537364582,5094.850828632672,35394.4512492368,2936.1313880797316,4792.781473218014,381.5677278174163,4641.653632602827,1076.383137183055,5545.441692144454,44197.49028640623,18890.46846900566,12877.05409526129,766.0875022322502,2461.95740743721,16915.92511763428,2404.5748323224166,3351.6909745001512,1762.4107174834905,13874.002469801704,1417.7978585784679,5929.158763225715,3623.2511631970888,5577.044400470748,7798.278853705363,1993.429299812412,7433.76926499089,1492.7609122321853,1896.3170963305695,18344.131085111923,25759.80330421429,5346.803647310195,1125.5692592912576,1116.5671592855272,6596.092632580414,16311.216413049797,7320.662678061142,7344.187031631929,10708.242575983511,12849.271117260854,1886.1100156519763,6866.498896242812,6330.510237485801,1735.8657204529397,19429.864343800873,21649.908208365712,3711.5513637016193,11421.542146348083,2723.6866232279945,1022.5789680478402,6713.177455994761,5720.485932399964,15014.045553764023,1992.7026366495256,20516.198941595758,250.0,20009.690783378814,35135.301690219676,15795.116101873335,2110.6499912619197,3655.65690966014,6659.580999025753,1277.3733450342136,5808.240259313656,995.2641229865226,3587.160295646501,5155.496680527222,3150.709654192273,16066.700782872476,980.1219480596719,7799.4845101508245,632.6487254669161,35308.53638636752,2837.4136117403878,7912.427618624887,6153.112988723528,742.5804049817385,21570.24357164785,2808.8336013859935,1983.9214061665575,1735.4850487444048,23636.171732017334,3910.449105222047,1469.4934635323111,2472.769292446823,10001.723104134595,3537.773236508833,11820.05119526574,3943.894821371132,10596.397808095235,6362.087388407427,7346.783397193487,8087.201076190992,20553.390948852568,47780.531454249794,4096.545003384773,1228.2651782085575,42531.95124759834,6979.240443903651,2517.2376527409288,1070.448658451537,691.1302734657751,7698.535153891509,1145.6768496419768,43775.422407595885,17916.140057545424,2980.7907327670328,19774.775316861836,8329.41114230114,4874.26908976877,1555.3994040485575,3146.652664477704,7547.981622642401,3618.797245867472,13917.537686000582,13945.163088407662,3641.3883608198184,2918.087190732236,2889.3023698143743,35941.34122035099,6391.783327491278,6854.340621855987,4019.2742416335636,5295.929610081055,7335.100676862388,7283.186488254566,1819.9731217219585,2549.1521971615307,1885.377323809773,7192.479970961856,6056.024902522943,11787.992718660891
Ahmedabad,6504.033434534036,2504.4229394776467,250.0,1714.3769899648926,1526.2896576620353,5445.599178482591,3529.6345209811034,2222.8000216983114,3445.075102339696,6420.246739513609,43959.19130908922,4264.447281658487,20272.874648603876,4571.255098545914,4326.545432588127,10897.750151730645,14626.78912401482,7033.237135120205,2277.34510747296,1960.8759775583242,14809.942101051525,1462.121867173197,31876.56316267049,24061.133340965484,3335.800181800085,4798.719576793429,6850.7405913277125,3628.836396935508,942.7130604315645,43859.9860428605,5260.361657454344,6826.036969869809,4343.676098053588,21165.325586198993,42858.11208954683,38902.1677824104,1017.7744269307427,6622.059346554532,5742.2425363989705,3802.1100367597646,6227.961514215362,1332.7089155018546,43169.6794067174,7205.174457804872,5885.027635855071,2300.2263433492562,15329.999125554477,3055.349532355518,3360.774719789526,36235.097692232106,4335.917224799353,6888.458131347732,2329.3413617709766,3313.2895269992814,3316.0889566459164,4108.976180323911,44859.01807837808,19314.002252776612,14890.257286017983,1897.7633774414373,1624.2004585855552,17285.195919024973,3854.0837063855124,930.9657372066721,1284.7829380881815,14457.878772660715,3803.0610413998675,4513.3049034532205,5815.7814078377605,4775.264123749864,6823.0165885635615,3749.6418449030753,6104.52653492506,3421.2557932166346,3860.1497644240867,18410.317177149096,23882.815235871436,7479.031883590989,2707.8901034703094,1605.048535244766,5301.491825080315,17586.42693386842,5926.343053545769,5960.7892332396095,11427.50189794291,13419.921517449791,3811.963488360571,5418.566527952504,5330.281516183636,901.0120373718341,18870.41500539041,21323.852424267476,5961.6787082108585,12079.530804529462,4659.665525794759,3300.271022190166,5496.937782764951,4931.139032020366,12587.39644353026,3924.2566133268992,20357.321841869798,2501.5790016376504,17787.75314324086,35466.15840695226,16163.832103889235,613.065303478538,1547.2752294045072,5302.659278367522,3466.3932623544183,4434.999150998715,3450.363148728989,5804.0409166842355,7317.4937149324305,2346.3876776475554,16610.37470515335,2104.10307604127,6725.859663186919,2724.614086829243,36162.395529852445,4783.791459414996,6941.940565789741,4769.773866902059,2334.586887388666,21876.722203859612,4379.698392109396,3790.125927176354,992.86772399489,23368.68487194169,6134.625547153564,3399.550981534785,4030.1753528351037,11162.855949774663,5755.6821041540325,12444.04131282344,6109.925397262224,11275.004799750312,5422.068961570211,5962.740662180483,8679.204351622051,20347.042245404686,47244.42988004564,6326.988096466471,1519.2117940170226,42894.884734324376,5905.719615908648,454.85783366574583,3505.9664894424463,1813.3750928902546,5990.403251859836,3398.663203249446,44510.73882364502,18393.224385278398,1039.7941647275286,20375.538849757453,6572.739099494371,6912.11854043957,3524.008965233841,1440.8391719975662,6611.98221350793,5774.030038306037,14498.814994646089,14521.545333221553,1139.7354060953774,4486.657176927592,4368.974049160865,36527.69717903799,5348.75233954537,5504.56674742883,6241.504601056916,4441.4261020928025,6483.627213048104,5886.415062142243,722.7825351719518,357.90932736612336,3808.956636193054,5771.517626434011,4592.470044290465,12515.814645849568
Ahmednagar,7672.351198957419,3315.47156201649,1714.3769899648926,250.0,2844.5799205297535,3801.575406117926,4409.199789553121,3272.0591519773097,4854.240770386913,4706.169978407234,42452.09107880638,4084.895225887536,18784.55358059611,4819.621820496281,2615.7628261677687,9786.295982285812,13158.653168042734,5326.851973006215,3181.087847081472,3488.914817153565,13348.28267290868,2462.087035120424,30537.426560103137,25682.908593972148,4553.591164656298,3112.354260740163,6520.667110701254,4940.185026824975,2166.1573287092647,42260.78326828868,3616.5300338693837,5119.01377341854,2633.256347684894,22865.214835339655,44154.67164897688,40614.46426500599,887.7122969786243,4907.956996631126,5687.5877085434995,5105.0440330576175,7446.285511902039,2456.3662893724795,41568.27403207137,5498.213776251843,5848.85786524783,980.0873904881846,13752.48757394592,1530.3169051369186,1808.7536890170236,34773.37095935175,5795.697236410529,6645.58793916035,2984.897842763006,1604.0862671226682,4351.412397501237,2436.8743314274984,46572.48237554419,21028.336805815314,14326.31089445237,3036.7302874394736,3329.6575596690477,15728.906790603396,5275.679620327481,2170.4786085361293,2852.3445099859027,12993.12683071302,4733.116587941624,2842.658901804353,5756.879916620134,3080.4153557727886,5109.742545710848,5051.120706391311,4431.623540135819,4627.418971328341,5073.494990823368,20110.74852470957,24778.344113551433,7241.846818925538,2870.744306025336,2889.988254808415,3613.394625422817,16420.86647103824,4268.143686048069,4299.974097457176,10054.60660836978,11959.973890874073,5041.524969085724,3770.3632688912858,3615.9130956464655,2374.2288610915707,20465.11306634687,22964.453337937397,5958.733555585914,10670.467831338003,5914.054449937273,3694.5984138805975,3797.7374876708222,3235.385197906432,11881.546890766378,5156.17938317628,22028.73415227914,3396.3332536172916,16704.6619386492,33851.11252114759,17878.208537959472,2251.1050351149734,732.5628290759073,3627.9311111990064,4539.541563757866,2752.349676314054,4301.0406538847,5773.943814263738,7122.563943907205,965.6220674793865,15114.809532203351,3384.285548441116,5017.983304491158,3783.677679320938,34705.936230069245,6035.908251791509,5228.70310490141,3094.566379164943,2767.0755982697083,23589.059307553718,5782.327159072186,5072.694365927376,2503.0127074217094,25016.474152918934,6087.2142241435595,4603.510588320089,5423.005194127802,10019.858258153254,5730.833432824418,11016.163050573314,5997.627423306723,9886.78019167503,3708.6667688990037,4302.1182148299495,7308.703175335921,22011.08730436663,48771.87498783701,6273.408344059363,2852.7436525020016,41273.76066676376,4194.699584641734,2165.292896139115,4381.683728846775,2736.588340277896,7264.88889494272,4428.900196093934,42987.836132117474,20106.728866475136,684.9538929530738,18879.769627105143,7792.543984676445,6608.40455408609,4717.863677444087,273.8090279881311,4897.6701076837,5677.756576424442,13032.723696787738,13053.415584695515,1761.2218668183928,5894.028306041513,5803.497274632287,34978.61522523244,3634.823715105571,3830.439572190469,6184.00634933095,2745.150221001349,4770.662797056392,4228.477869513691,2149.814549734976,1361.9043904712987,3791.3316578297195,4119.262268801444,2937.2667888085575,11130.639100509425
Ajmer,7155.158146106992,1202.500027818797,1526.2896576620353,2844.5799205297535,250.0,6633.445923959363,2071.4772149934215,778.5695675023578,2012.3900258195945,7372.387475711468,44038.276583086605,3488.5052863276687,20414.747256817016,3427.918741391988,5358.477301250254,10633.47826936681,14777.394685913805,8051.269793266776,947.0240766434862,756.0270039684406,14948.228387081774,555.7079263603943,31731.767243269238,23734.16969347709,1813.5211262300138,5600.297184729698,5998.019833552111,2136.2625717376286,684.3460344561854,44136.53160546074,6449.314244892662,7842.51218203859,5377.703947808236,20551.13531228974,41397.08454816143,38010.515763459465,2441.920318404841,7570.46380392952,4737.56217846153,2307.3726359505713,6831.914900541132,2597.3315883361047,43454.23711397922,8218.243213699016,4858.760971742991,3661.5881221941117,15674.384670548867,4351.280066577944,4642.521235000854,36262.83908411958,2951.118600556604,5966.723221084052,1231.45938437294,4383.006787220951,1807.8532138534883,5260.156874919421,43978.076516218585,18513.072630819282,14052.220516563046,445.54633453596807,1307.1063255701322,17571.811841973285,2433.310407054922,2247.8349444571745,563.183667259625,14604.687195769373,2315.21506242633,5663.131955732701,4809.980988690597,5606.4013225031895,7786.017155233933,2253.884855266533,7237.406877232225,1897.89344571509,2340.175688922919,17803.200111965154,24593.305446796752,6529.902997964929,1958.3897392567194,250.0,6405.041119173986,17297.948909793264,7088.822456474776,7118.38491727078,11475.970291208829,13570.307588365687,2294.7651508376193,6600.163988954769,6281.8129120912035,633.4592145785916,18638.527546590114,20953.841962075992,4907.475796848181,12169.596403092066,3153.611066904243,2194.2509621675367,6564.026495798032,5759.683403520526,14108.141005298097,2408.252793700082,19885.40147331209,1129.5509409237582,19299.358697597625,35810.62496571862,15382.458724822121,996.5583520100743,2954.3686400696793,6437.540218393626,1947.3511367048718,5561.487239102405,2010.0334554140222,4777.834994343597,6343.030087552649,3045.93010653107,16789.513355610776,580.781714627284,7738.286501687819,1228.1046593994806,36181.47223824938,3277.71361500613,7904.0102965596525,5908.372932589177,1466.4078664665888,21145.018324432134,2945.644301910744,2287.504528581786,581.2090817740042,22967.766333264488,5103.507681150642,1875.8195938554138,2587.475375888844,10928.745712470713,4728.390254558676,12556.963296325841,5127.446099719053,11347.616504947413,6343.493607528631,7120.676967433478,8783.317632353568,19903.136216596435,47045.17060995123,5291.068770050217,250.0,43231.530440398084,6906.205366581612,1402.4986068678666,2050.674651106525,668.3964207588167,6534.528263748809,1890.0100437191159,44617.92704870002,17561.425105811242,2313.9869265548296,20529.810504062138,7160.622815011676,6036.041277914878,1999.758690416104,2609.0707823617154,7551.629960750271,4798.397425380718,14647.37941860337,14673.195669202709,2641.1638598324644,3056.537562873681,2960.6121683843585,36717.45416519877,6323.26039165276,6639.1040723238975,5212.422733124131,5291.719767668633,7376.856164544328,7049.566569787458,808.2085594545024,1702.3836153585848,2962.184326406176,6944.928675164254,5767.819197348508,12565.049579466355
Allepey,10008.361758824556,6905.565115938676,5445.599178482591,3801.575406117926,6633.445923959363,250.0,7941.945728201386,6972.0548217042315,8630.6019259292,1627.566106355979,39847.731342512016,6662.738825279236,16562.040606546543,7759.480314964751,1441.9524245515931,9347.622816247997,11207.895628281587,1848.7875708202073,6828.705397868452,7290.488208100986,11414.688459512705,6205.919962746696,28616.115721369173,28711.85002661571,8264.709068785578,2046.1783440432848,8370.048691306623,8681.358832641126,5962.326278082679,39335.593179828866,250.0,1679.5600224617567,1422.0279141461585,26285.657616934033,47663.72766810078,44242.562607757354,4447.996489009394,1773.3606939666624,8109.861344704518,8839.539346049529,9898.752008392916,5672.473286164007,38640.15996694501,2011.9692786934816,8272.115470380813,3194.947015418743,11289.607321517215,2414.72544881848,2108.637137850673,32403.38316610598,9579.005238296582,8625.641044948783,6534.568300547952,2271.137183249561,7980.699253823318,1374.9511933769322,50169.78753541755,24636.263038613368,14964.004188937131,6780.078498096844,7064.309966826409,13302.20076606793,9051.579900891871,5567.336117942291,6649.426018539714,11064.540081048957,8276.609710990713,978.2921043817332,8161.957612554565,1935.3347088418705,1861.6969223305068,8786.062378503817,721.7520347716177,8331.00537913103,8767.188257874544,23546.50701746806,25758.8071630175,9147.388754384876,6119.50396723589,6672.509353263094,523.9984144580094,15373.320339478405,496.19863692330114,536.8668428481325,8697.684671841873,10108.764666309742,8744.083262920105,250.0,1294.2841141017539,6174.670726274536,23439.834779083983,26089.244566408623,8412.74495789457,9117.401972563217,9608.601604779664,6955.243838397844,698.3840126188944,1906.0033652875693,9791.907807624819,8856.854158749587,25294.632852977666,7020.334981406324,13637.58466270327,30925.67940403246,21486.211607472098,6025.996776017055,3941.920094635471,356.5421118733378,8179.795187194257,1097.6616232664514,7823.399047837871,8217.436614671526,9116.14076139612,3757.856892769469,12969.255341212902,7151.9259181816,1612.120530573814,7456.523052657519,32354.16432307641,9726.66723904393,1955.7847628026566,756.3956318913572,6227.277383376913,27123.758444978906,9547.04989400309,8799.034168084887,6302.508830546575,28157.09544847239,8458.270580701088,8306.845077726284,9187.936617589841,9459.14614239548,8188.463212099788,9360.407110907916,8285.907850912785,8486.40325164414,1435.585273810288,538.1184351509692,6326.778822885038,25242.952424844094,51199.54630757216,8608.3155638284,6643.523687663416,38270.061886989446,1142.4487870862745,5869.169222628761,7913.999462469016,6433.42000265971,9840.310136734115,8051.179981439774,40325.55810913308,23742.681433414728,4420.26303426487,16625.907250155477,10217.383403497057,8489.91103280875,8412.792258206304,4056.557212115674,1801.4006262893251,8041.61002717988,11096.639345451244,11107.919390996583,4961.548873049029,9659.432711333913,9579.085888711865,32302.666746105293,1180.9974592559067,322.2873700313309,8525.993072061725,1990.1025702322033,1913.2962690930449,457.1957590226685,5950.1160944904195,5117.059856024146,6636.679442687289,332.381136886831,865.6398605861222,9634.480394834092
Almora,8899.816235383158,1097.5042533721903,3529.6345209811034,4409.199789553121,2071.4772149934215,7941.945728201386,250.0,1311.2585948256824,1699.694987691571,8323.586264658254,43280.05785963547,2568.8040632455995,19923.429714099268,1829.5749177061832,6537.656261276061,9790.964524267669,14381.554121351373,9062.98156858129,1274.134361668307,2185.0259312028784,14532.511429981876,2093.1016435252545,30780.126259851797,24188.82446708058,978.17658500475,6474.855867241491,4577.883688791085,1381.3322755525303,2590.1835518961207,43633.25566101485,7767.519944590722,8860.619850975489,6558.003004339406,20630.788744637808,39781.93142397121,37518.73175108404,4295.602142398093,8506.91582035568,3195.7211286485035,1426.3288100946168,8552.058456086726,4668.776510329024,42967.305262520604,9216.36427724622,3271.1077770354423,5356.393711568402,15525.838448683473,5923.119989715434,6178.486282821379,35495.13765547723,2373.3712792920624,4449.599441200669,1430.5161065091136,5691.674782573161,444.246758706119,6594.116960384035,43461.130010501336,18327.40401791316,12435.669864555559,1645.9112613412983,3113.8216582854807,17313.080484456706,1922.1627483198897,4316.292052119689,2566.3266524390483,14207.145329295698,334.7551172381992,6970.0395892058,3259.063011952996,6517.149554841461,8732.493473936964,1396.0597076747536,8443.501407567752,951.9663225842402,1142.9357970658189,17927.754824543645,26225.673395832215,4943.023999574707,1895.6677961356404,1982.038909839934,7609.708919005568,16290.963045355109,8342.63574897187,8364.113017310889,11023.28789505174,13199.618904179932,1171.8425752665548,7901.452291948775,7294.180169166838,2687.1934649515956,19272.949105588294,21377.681438977725,3272.297455474916,11752.704460137145,1840.3807049586887,1227.9190895333247,7711.603568514378,6654.103096125028,16089.899903491967,1241.164315615586,20179.56174576359,1045.995958194454,21106.95359829087,35462.66407150033,15274.786323536106,3061.1460138473362,4749.597463125883,7682.619443546404,542.3907024364353,6844.742320960022,250.0,3197.8828493081073,4730.84122800243,4185.850480128491,16396.812203163827,1591.0610883507945,8755.201866536294,857.7334311731279,35403.41440432929,1935.8805358550812,8843.960365928755,7186.465644667612,1714.7868474614518,21038.63666027283,2157.39307519059,1346.3721387668884,2651.5916435638765,23328.47426647016,3487.577092042202,941.1484547157007,1896.87222548805,10116.679436175345,3151.546955090103,12160.45252614245,3583.382768741503,10931.398963521628,7312.837841793264,8366.791270810581,8512.536823759265,20236.5447434309,47487.42391857289,3653.9821891699276,2089.2253853985094,42816.7606743188,7946.52643762977,3470.309331778393,250.0,1750.837216478422,8220.955878258917,416.09974526057294,43890.53423010274,17338.048888052843,4074.6365717623885,20053.693685350034,8859.9854970226,4579.680470565717,934.7442690750719,4243.823046440066,8477.044995313861,3296.365805208301,14251.352105621456,14280.812269058584,4668.365911794541,2250.682803481245,2283.697822227508,36155.130101092785,7362.799562810478,7873.94010306358,3591.1836837854344,6254.562904395944,8248.198012733692,8305.933176409684,2816.354868728487,3613.2553397310894,2099.903748382049,8220.035127738854,7101.899135929299,12082.788451496232
Alwar,7857.656782073071,490.5706087564186,2222.8000216983114,3272.0591519773097,778.5695675023578,6972.0548217042315,1311.2585948256824,250.0,1745.1791453269075,7555.4135680568925,43640.957950282,2906.341382479086,20086.778125863264,2692.0216257877273,5626.202675906814,10163.297641614867,14472.001395824744,8264.942229041264,278.4306886695142,1160.764550807544,14636.275755873578,828.4795934214698,31257.897806119727,24021.413615489404,1293.0516483328688,5733.255566147376,5332.1746914459245,1718.303432291153,1289.9046096657687,43829.3449619005,6791.274838067976,8057.729218952912,5646.15608877483,20697.173587174468,40885.04811956455,37960.843402295504,3037.092252284765,7748.49490861032,4031.5125574115236,1870.8871568478455,7525.710548533975,3367.7476856769154,43152.149239016806,8426.9734872676,4144.213573536315,4173.018549475594,15459.782674663504,4802.370232961291,5077.548689995424,35855.26727171629,2687.1030080897476,5276.941740470205,712.8110555618036,4700.96757216318,1112.4100052750614,5600.250056129229,43924.831974698885,18556.702155714705,13358.971139202304,337.6446451330851,1984.733240666207,17321.494959655985,2147.6498363072765,3008.756170081092,1317.412739119947,14298.246497774433,1580.8147294347937,5993.86650548099,4102.748641545246,5755.340733139257,7969.806372314773,1817.8895110176613,7532.5949941204635,1361.7217540847391,1804.3947895876893,17961.023284093022,25276.463191157643,5827.02154454264,1526.6848349167255,688.427378030216,6693.958778652614,16791.084163173575,7404.909712452684,7430.939724498222,11140.145894459954,13270.433058127714,1776.199588975422,6935.190577014904,6482.857651235263,1377.8631900153584,18983.055809857186,21226.29780394904,4183.5715602382625,11848.882876340058,2646.863525598338,1512.1130199853728,6828.098019668355,5903.268211502644,14800.630707917386,1890.1388291386731,20109.156087544452,370.3744925967672,19898.939827883045,35550.7162969242,15448.590863936754,1753.4114099893336,3517.745568865705,6745.329621780153,1284.5322158489944,5880.109976629408,1240.6805815678297,4064.1206955883717,5633.364230860648,3252.736613336557,16489.867446931607,493.1844748964735,7952.341542476687,521.1581611311518,35770.258465355146,2767.6083765926437,8085.740785135063,6227.520619568153,1068.1378077245354,21222.807360433475,2604.639184326454,1827.6301010756365,1350.0538589540206,23220.151514784127,4385.15241032957,1337.609701421826,2251.452511739687,10469.6331270928,4014.8297439067724,12244.754095413156,4424.791888400888,11023.967801970355,6526.081990571483,7433.4225147135185,8497.274989929028,20141.217966577282,47352.26412763887,4569.690509223741,800.1649902252159,42955.069969955905,7124.840107851643,2163.3758457533577,1288.685467367454,539.9343119549337,7216.340893592505,1194.1847835277913,44231.96903193934,17589.02901735864,2848.366350141687,20207.346663342385,7848.474558484704,5361.478252036499,1448.396716877637,3072.385210492305,7724.772568431687,4101.7231280651695,14341.58370359842,14368.75089226731,3359.696815453378,2716.806165734486,2660.829051992979,36381.9968128049,6536.772758362451,6943.581436979079,4493.79516316314,5459.842711254164,7525.529524427561,7366.591183273276,1506.0615999809463,2329.089793523801,2370.072662794936,7269.9570609691355,6112.350196281954,12222.957890147905
